city,model,sample_index,target_node,tod_band,congestion,condition,advisory_error,cause_precision,cause_recall,faithfulness_f1,hallucination_rate,quantitative_fidelity,n_cited_causes,n_topk
metr_la,llama3.1:8b,3506,16,am_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,0.75,3,8
metr_la,llama3.1:8b,3506,16,am_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,3506,16,am_rush,low,C,,1.0,0.5,0.6666666666666666,0.0,1.0,3,8
metr_la,llama3.1:8b,3532,56,am_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,3532,56,am_rush,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,3532,56,am_rush,low,C,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8
metr_la,llama3.1:8b,1770,16,am_rush,low,A,,1.0,0.625,0.7692307692307693,0.0,0.4,2,8
metr_la,llama3.1:8b,1770,16,am_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,1770,16,am_rush,low,C,,1.0,0.375,0.5454545454545454,0.0,0.5,2,8
metr_la,llama3.1:8b,5516,77,am_rush,low,A,,1.0,0.25,0.4,0.0,0.25,2,8
metr_la,llama3.1:8b,5516,77,am_rush,low,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,5516,77,am_rush,low,C,,1.0,0.875,0.9333333333333333,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,5536,12,am_rush,low,A,,1.0,0.75,0.8571428571428571,0.0,0.5,2,8
metr_la,llama3.1:8b,5536,12,am_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,5536,12,am_rush,low,C,,1.0,0.625,0.7692307692307693,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,3515,16,am_rush,low,A,,1.0,0.625,0.7692307692307693,0.0,0.75,3,8
metr_la,llama3.1:8b,3515,16,am_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,3515,16,am_rush,low,C,,1.0,0.625,0.7692307692307693,0.0,1.0,3,8
metr_la,llama3.1:8b,5532,16,am_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,5532,16,am_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.8,1,8
metr_la,llama3.1:8b,5532,16,am_rush,low,C,,1.0,0.875,0.9333333333333333,0.0,0.7142857142857143,3,8
metr_la,llama3.1:8b,4397,77,am_rush,medium,A,,1.0,0.75,0.8571428571428571,0.0,0.6,2,8
metr_la,llama3.1:8b,4397,77,am_rush,medium,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,4397,77,am_rush,medium,C,,1.0,0.75,0.8571428571428571,0.0,0.625,2,8
metr_la,llama3.1:8b,5257,12,am_rush,medium,A,,1.0,0.75,0.8571428571428571,0.0,1.0,2,8
metr_la,llama3.1:8b,5257,12,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,5257,12,am_rush,medium,C,,1.0,0.75,0.8571428571428571,0.0,1.0,2,8
metr_la,llama3.1:8b,2917,77,am_rush,medium,A,,1.0,0.625,0.7692307692307693,0.0,0.5,2,8
metr_la,llama3.1:8b,2917,77,am_rush,medium,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,2917,77,am_rush,medium,C,,1.0,0.875,0.9333333333333333,0.0,0.8333333333333334,3,8
metr_la,llama3.1:8b,5246,12,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,1.0,3,8
metr_la,llama3.1:8b,5246,12,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,5246,12,am_rush,medium,C,,1.0,0.375,0.5454545454545454,0.0,1.0,3,8
metr_la,llama3.1:8b,1194,56,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.8,3,8
metr_la,llama3.1:8b,1194,56,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,1194,56,am_rush,medium,C,,1.0,0.25,0.4,0.0,0.75,2,8
metr_la,llama3.1:8b,3212,84,am_rush,medium,A,,1.0,0.875,0.9333333333333333,0.0,1.0,2,8
metr_la,llama3.1:8b,3212,84,am_rush,medium,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,3212,84,am_rush,medium,C,,1.0,0.5,0.6666666666666666,0.0,0.75,2,8
metr_la,llama3.1:8b,6660,77,am_rush,medium,A,,1.0,0.75,0.8571428571428571,0.0,0.2,2,8
metr_la,llama3.1:8b,6660,77,am_rush,medium,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,6660,77,am_rush,medium,C,,1.0,0.75,0.8571428571428571,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,6092,9,am_rush,high,A,,1.0,0.375,0.5454545454545454,0.0,,2,8
metr_la,llama3.1:8b,6092,9,am_rush,high,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,6092,9,am_rush,high,C,,1.0,0.5,0.6666666666666666,0.0,1.0,3,8
metr_la,llama3.1:8b,2649,29,am_rush,high,A,,1.0,0.75,0.8571428571428571,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,2649,29,am_rush,high,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,2649,29,am_rush,high,C,,1.0,0.5,0.6666666666666666,0.0,0.5,2,8
metr_la,llama3.1:8b,4367,29,am_rush,high,A,,1.0,0.25,0.4,0.0,1.0,2,8
metr_la,llama3.1:8b,4367,29,am_rush,high,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,4367,29,am_rush,high,C,,1.0,0.25,0.4,0.0,1.0,2,8
metr_la,llama3.1:8b,361,29,am_rush,high,A,,1.0,0.875,0.9333333333333333,0.0,0.5,3,8
metr_la,llama3.1:8b,361,29,am_rush,high,B,,1.0,0.125,0.2222222222222222,0.0,0.0,1,8
metr_la,llama3.1:8b,361,29,am_rush,high,C,,1.0,0.75,0.8571428571428571,0.0,1.0,2,8
metr_la,llama3.1:8b,1225,9,am_rush,high,A,,1.0,0.5,0.6666666666666666,0.0,0.5714285714285714,2,8
metr_la,llama3.1:8b,1225,9,am_rush,high,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,1225,9,am_rush,high,C,,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,2660,77,am_rush,high,A,,1.0,0.75,0.8571428571428571,0.0,0.5,2,8
metr_la,llama3.1:8b,2660,77,am_rush,high,B,,0.0,0.0,0.0,1.0,0.0,2,8
metr_la,llama3.1:8b,2660,77,am_rush,high,C,,1.0,0.75,0.8571428571428571,0.0,0.5,2,8
metr_la,llama3.1:8b,6119,9,am_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,0.8,2,8
metr_la,llama3.1:8b,6119,9,am_rush,high,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,6119,9,am_rush,high,C,,1.0,0.875,0.9333333333333333,0.0,0.8,3,8
metr_la,llama3.1:8b,5866,12,midday,low,A,,1.0,0.375,0.5454545454545454,0.0,1.0,3,8
metr_la,llama3.1:8b,5866,12,midday,low,B,,1.0,0.125,0.2222222222222222,0.0,0.0,1,8
metr_la,llama3.1:8b,5866,12,midday,low,C,,1.0,0.375,0.5454545454545454,0.0,0.5,2,8
metr_la,llama3.1:8b,5849,197,midday,low,A,,1.0,0.625,0.7692307692307693,0.0,0.5,2,8
metr_la,llama3.1:8b,5849,197,midday,low,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,5849,197,midday,low,C,,1.0,0.375,0.5454545454545454,0.0,0.8,3,8
metr_la,llama3.1:8b,3831,131,midday,low,A,,1.0,0.75,0.8571428571428571,0.0,0.5,2,8
metr_la,llama3.1:8b,3831,131,midday,low,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,3831,131,midday,low,C,,1.0,0.25,0.4,0.0,1.0,2,8
metr_la,llama3.1:8b,1813,62,midday,low,A,,1.0,0.5,0.6666666666666666,0.0,0.5,2,8
metr_la,llama3.1:8b,1813,62,midday,low,B,,0.0,0.0,0.0,1.0,0.2,1,8
metr_la,llama3.1:8b,1813,62,midday,low,C,,1.0,0.875,0.9333333333333333,0.0,1.0,3,8
metr_la,llama3.1:8b,5861,91,midday,low,A,,1.0,0.75,0.8571428571428571,0.0,0.6,3,8
metr_la,llama3.1:8b,5861,91,midday,low,B,,1.0,0.375,0.5454545454545454,0.0,0.5,1,8
metr_la,llama3.1:8b,5861,91,midday,low,C,,1.0,0.5,0.6666666666666666,0.0,0.75,2,8
metr_la,llama3.1:8b,1836,91,midday,low,A,,1.0,0.375,0.5454545454545454,0.0,0.2,2,8
metr_la,llama3.1:8b,1836,91,midday,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,1836,91,midday,low,C,,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,5855,91,midday,low,A,,1.0,0.375,0.5454545454545454,0.0,0.5,2,8
metr_la,llama3.1:8b,5855,91,midday,low,B,,1.0,0.375,0.5454545454545454,0.0,0.0,1,8
metr_la,llama3.1:8b,5855,91,midday,low,C,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8
metr_la,llama3.1:8b,3544,144,midday,medium,A,,1.0,0.75,0.8571428571428571,0.0,1.0,3,8
metr_la,llama3.1:8b,3544,144,midday,medium,B,,0.0,0.0,0.0,1.0,0.5,1,8
metr_la,llama3.1:8b,3544,144,midday,medium,C,,1.0,0.375,0.5454545454545454,0.0,0.75,1,8
metr_la,llama3.1:8b,4987,144,midday,medium,A,,1.0,0.5,0.6666666666666666,0.0,0.8333333333333334,3,8
metr_la,llama3.1:8b,4987,144,midday,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,4987,144,midday,medium,C,,1.0,0.125,0.2222222222222222,0.0,0.75,1,8
metr_la,llama3.1:8b,6133,56,midday,medium,A,,1.0,0.5,0.6666666666666666,0.0,1.0,3,8
metr_la,llama3.1:8b,6133,56,midday,medium,B,,0.0,0.0,0.0,1.0,0.6,1,8
metr_la,llama3.1:8b,6133,56,midday,medium,C,,1.0,0.5,0.6666666666666666,0.0,0.75,2,8
metr_la,llama3.1:8b,6150,56,midday,medium,A,,1.0,0.625,0.7692307692307693,0.0,0.8,3,8
metr_la,llama3.1:8b,6150,56,midday,medium,B,,0.0,0.0,0.0,1.0,0.6,1,8
metr_la,llama3.1:8b,6150,56,midday,medium,C,,1.0,0.625,0.7692307692307693,0.0,0.5,1,8
metr_la,llama3.1:8b,1242,12,midday,medium,A,,1.0,0.5,0.6666666666666666,0.0,0.75,2,8
metr_la,llama3.1:8b,1242,12,midday,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,1242,12,midday,medium,C,,1.0,0.5,0.6666666666666666,0.0,0.5,2,8
metr_la,llama3.1:8b,2391,124,midday,medium,A,,1.0,0.375,0.5454545454545454,0.0,1.0,3,8
metr_la,llama3.1:8b,2391,124,midday,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,2391,124,midday,medium,C,,1.0,0.625,0.7692307692307693,0.0,1.0,3,8
metr_la,llama3.1:8b,6134,144,midday,medium,A,,1.0,0.75,0.8571428571428571,0.0,0.8,2,8
metr_la,llama3.1:8b,6134,144,midday,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,6134,144,midday,medium,C,,1.0,0.875,0.9333333333333333,0.0,0.8571428571428571,3,8
metr_la,llama3.1:8b,3296,121,midday,high,A,,1.0,0.25,0.4,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,3296,121,midday,high,B,,0.0,0.0,0.0,1.0,0.2,1,8
metr_la,llama3.1:8b,3296,121,midday,high,C,,1.0,0.5,0.6666666666666666,0.0,1.0,4,8
metr_la,llama3.1:8b,5574,155,midday,high,A,,1.0,0.875,0.9333333333333333,0.0,1.0,2,8
metr_la,llama3.1:8b,5574,155,midday,high,B,,0.0,0.0,0.0,1.0,0.6,2,8
metr_la,llama3.1:8b,5574,155,midday,high,C,,0.5,0.75,0.6,0.5,0.3333333333333333,2,8
metr_la,llama3.1:8b,982,150,midday,high,A,,1.0,0.625,0.7692307692307693,0.0,0.75,2,8
metr_la,llama3.1:8b,982,150,midday,high,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,982,150,midday,high,C,,1.0,0.875,0.9333333333333333,0.0,1.0,3,8
metr_la,llama3.1:8b,5587,155,midday,high,A,,1.0,0.75,0.8571428571428571,0.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,5587,155,midday,high,B,,0.0,0.0,0.0,1.0,0.4,2,8
metr_la,llama3.1:8b,5587,155,midday,high,C,,1.0,0.75,0.8571428571428571,0.0,0.8,2,8
metr_la,llama3.1:8b,2724,155,midday,high,A,,1.0,0.5,0.6666666666666666,0.0,0.5,3,8
metr_la,llama3.1:8b,2724,155,midday,high,B,,0.0,0.0,0.0,1.0,0.4,1,8
metr_la,llama3.1:8b,2724,155,midday,high,C,,1.0,0.375,0.5454545454545454,0.0,0.6666666666666666,2,8
metr_la,llama3.1:8b,6735,16,midday,high,A,,1.0,0.5,0.6666666666666666,0.0,0.25,1,8
metr_la,llama3.1:8b,6735,16,midday,high,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,6735,16,midday,high,C,,1.0,0.875,0.9333333333333333,0.0,1.0,3,8
metr_la,llama3.1:8b,3270,10,midday,high,A,,1.0,0.625,0.7692307692307693,0.0,0.5,2,8
metr_la,llama3.1:8b,3270,10,midday,high,B,,0.0,0.0,0.0,1.0,1.0,2,8
metr_la,llama3.1:8b,3270,10,midday,high,C,,1.0,0.625,0.7692307692307693,0.0,0.6,3,8
metr_la,llama3.1:8b,1879,61,pm_rush,low,A,,1.0,0.75,0.8571428571428571,0.0,0.5,2,8
metr_la,llama3.1:8b,1879,61,pm_rush,low,B,,0.0,0.0,0.0,1.0,1.0,1,8
metr_la,llama3.1:8b,1879,61,pm_rush,low,C,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8
metr_la,llama3.1:8b,1919,16,pm_rush,low,A,,1.0,0.625,0.7692307692307693,0.0,0.8,3,8
metr_la,llama3.1:8b,1919,16,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,1919,16,pm_rush,low,C,,1.0,1.0,1.0,0.0,0.75,3,8
metr_la,llama3.1:8b,5668,144,pm_rush,low,A,,1.0,0.25,0.4,0.0,0.75,2,8
metr_la,llama3.1:8b,5668,144,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,5668,144,pm_rush,low,C,,1.0,0.25,0.4,0.0,0.75,2,8
metr_la,llama3.1:8b,1926,77,pm_rush,low,A,,0.5,0.625,0.5555555555555556,0.5,0.25,2,8
metr_la,llama3.1:8b,1926,77,pm_rush,low,B,,0.0,0.0,0.0,1.0,,2,8
metr_la,llama3.1:8b,1926,77,pm_rush,low,C,,1.0,0.75,0.8571428571428571,0.0,0.75,2,8
metr_la,llama3.1:8b,2210,96,pm_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,,3,8
metr_la,llama3.1:8b,2210,96,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,2,8
metr_la,llama3.1:8b,2210,96,pm_rush,low,C,,1.0,0.5,0.6666666666666666,0.0,0.5555555555555556,3,8
metr_la,llama3.1:8b,5923,12,pm_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8
metr_la,llama3.1:8b,5923,12,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,5923,12,pm_rush,low,C,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8
metr_la,llama3.1:8b,1918,16,pm_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8
metr_la,llama3.1:8b,1918,16,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,1918,16,pm_rush,low,C,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8
metr_la,llama3.1:8b,3644,155,pm_rush,medium,A,,1.0,0.75,0.8571428571428571,0.0,0.8,3,8
metr_la,llama3.1:8b,3644,155,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,2,8
metr_la,llama3.1:8b,3644,155,pm_rush,medium,C,,1.0,0.75,0.8571428571428571,0.0,1.0,2,8
metr_la,llama3.1:8b,1874,61,pm_rush,medium,A,,1.0,0.625,0.7692307692307693,0.0,0.6,3,8
metr_la,llama3.1:8b,1874,61,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8
metr_la,llama3.1:8b,1874,61,pm_rush,medium,C,,1.0,0.625,0.7692307692307693,0.0,1.0,2,8
metr_la,llama3.1:8b,4222,12,pm_rush,medium,A,,1.0,0.75,0.8571428571428571,0.0,1.0,2,8
metr_la,llama3.1:8b,4222,12,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.5,1,8
metr_la,llama3.1:8b,4222,12,pm_rush,medium,C,,1.0,0.875,0.9333333333333333,0.0,1.0,3,8
metr_la,llama3.1:8b,4797,121,pm_rush,medium,A,,1.0,0.625,0.7692307692307693,0.0,1.0,2,8
metr_la,llama3.1:8b,4797,121,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,4797,121,pm_rush,medium,C,,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,2,8
metr_la,llama3.1:8b,1344,12,pm_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.8,3,8
metr_la,llama3.1:8b,1344,12,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,1344,12,pm_rush,medium,C,,1.0,0.375,0.5454545454545454,0.0,0.8333333333333334,3,8
metr_la,llama3.1:8b,765,12,pm_rush,medium,A,,1.0,0.625,0.7692307692307693,0.0,0.3333333333333333,2,8
metr_la,llama3.1:8b,765,12,pm_rush,medium,B,,1.0,0.375,0.5454545454545454,0.0,0.0,1,8
metr_la,llama3.1:8b,765,12,pm_rush,medium,C,,1.0,0.625,0.7692307692307693,0.0,0.75,2,8
metr_la,llama3.1:8b,4223,12,pm_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.75,2,8
metr_la,llama3.1:8b,4223,12,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,4223,12,pm_rush,medium,C,,1.0,0.5,0.6666666666666666,0.0,0.5,3,8
metr_la,llama3.1:8b,1603,206,pm_rush,high,A,,1.0,0.875,0.9333333333333333,0.0,0.75,5,8
metr_la,llama3.1:8b,1603,206,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.5714285714285714,2,8
metr_la,llama3.1:8b,1603,206,pm_rush,high,C,,1.0,0.625,0.7692307692307693,0.0,0.4444444444444444,3,8
metr_la,llama3.1:8b,3365,206,pm_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,0.5,2,8
metr_la,llama3.1:8b,3365,206,pm_rush,high,B,,1.0,0.625,0.7692307692307693,0.0,0.6666666666666666,1,8
metr_la,llama3.1:8b,3365,206,pm_rush,high,C,,1.0,1.0,1.0,0.0,1.0,3,8
metr_la,llama3.1:8b,3894,91,pm_rush,high,A,,1.0,0.5,0.6666666666666666,0.0,0.25,3,8
metr_la,llama3.1:8b,3894,91,pm_rush,high,B,,1.0,0.5,0.6666666666666666,0.0,0.0,1,8
metr_la,llama3.1:8b,3894,91,pm_rush,high,C,,1.0,0.5,0.6666666666666666,0.0,0.2857142857142857,4,8
metr_la,llama3.1:8b,5049,38,pm_rush,high,A,,1.0,0.25,0.4,0.0,0.5714285714285714,2,8
metr_la,llama3.1:8b,5049,38,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.5,1,8
metr_la,llama3.1:8b,5049,38,pm_rush,high,C,,1.0,0.25,0.4,0.0,1.0,2,8
metr_la,llama3.1:8b,6795,149,pm_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,0.0,2,8
metr_la,llama3.1:8b,6795,149,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8
metr_la,llama3.1:8b,6795,149,pm_rush,high,C,,1.0,0.75,0.8571428571428571,0.0,0.8333333333333334,3,8
metr_la,llama3.1:8b,4767,155,pm_rush,high,A,,1.0,0.75,0.8571428571428571,0.0,0.75,3,8
metr_la,llama3.1:8b,4767,155,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.6,2,8
metr_la,llama3.1:8b,4767,155,pm_rush,high,C,,1.0,0.875,0.9333333333333333,0.0,0.5714285714285714,4,8
metr_la,llama3.1:8b,3626,206,pm_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,1.0,3,8
metr_la,llama3.1:8b,3626,206,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.4,2,8
metr_la,llama3.1:8b,3626,206,pm_rush,high,C,,1.0,0.625,0.7692307692307693,0.0,0.5,3,8
metr_la,llama3.1:8b,2821,16,evening,low,A,,1.0,0.75,0.8571428571428571,0.0,0.8333333333333334,3,8
metr_la,llama3.1:8b,2821,16,evening,low,B,,1.0,0.125,0.2222222222222222,0.0,0.0,1,8
metr_la,llama3.1:8b,2821,16,evening,low,C,,1.0,0.25,0.4,0.0,0.5,2,8
metr_la,llama3.1:8b,6828,193,evening,low,A,,1.0,0.875,0.9333333333333333,0.0,0.8571428571428571,3,8
metr_la,llama3.1:8b,6828,193,evening,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8
metr_la,llama3.1:8b,6828,193,evening,low,C,,1.0,0.875,0.9333333333333333,0.0,0.8571428571428571,3,8
metr_la,llama3.1:8b,6581,197,evening,low,A,,1.0,0.875,0.9333333333333333,0.0,0.75,2,8
metr_la,llama3.1:8b,6581,197,evening,low,B,,0.5,0.75,0.6,0.5,,2,8
metr_la,llama3.1:8b,6581,197,evening,low,C,,1.0,0.875,0.9333333333333333,0.0,1.0,2,8
metr_la,llama3.1:8b,219,16,evening,low,A,,1.0,0.75,0.8571428571428571,0.0,0.8,2,8
metr_la,llama3.1:8b,219,16,evening,low,B,,0.0,0.0,0.0,1.0,0.0,1,8
metr_la,llama3.1:8b,219,16,evening,low,C,,1.0,0.875,0.9333333333333333,0.0,0.8333333333333334,3,8
metr_la,llama3.1:8b,236,16,evening,low,A,,1.0,0.5,0.6666666666666666,0.0,0.8,3,8
