city,model,sample_index,target_node,tod_band,congestion,condition,advisory_error,cause_precision,cause_recall,faithfulness_f1,hallucination_rate,quantitative_fidelity,n_cited_causes,n_topk,cited_locations,resolution_methods,resolved_set_sizes
pems_bay,mistral:7b,6492,293,am_rush,low,A,,1.0,0.625,0.7692307692307693,0.0,1.0,4,8,,,
pems_bay,mistral:7b,6492,293,am_rush,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,445,133,am_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,0.5,3,8,,,
pems_bay,mistral:7b,445,133,am_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.5,1,8,,,
pems_bay,mistral:7b,4784,287,am_rush,low,A,,1.0,0.375,0.5454545454545454,0.0,0.6,2,8,,,
pems_bay,mistral:7b,4784,287,am_rush,low,B,,1.0,0.25,0.4,0.0,0.4,1,8,,,
pems_bay,mistral:7b,2753,133,am_rush,low,A,,1.0,0.75,0.8571428571428571,0.0,0.5,4,8,,,
pems_bay,mistral:7b,2753,133,am_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,477,10,am_rush,medium,A,,1.0,0.125,0.2222222222222222,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,477,10,am_rush,medium,B,,1.0,0.25,0.4,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,754,133,am_rush,medium,A,,1.0,0.625,0.7692307692307693,0.0,0.4444444444444444,4,8,,,
pems_bay,mistral:7b,754,133,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,5042,90,am_rush,medium,A,,1.0,0.625,0.7692307692307693,0.0,0.5,3,8,,,
pems_bay,mistral:7b,5042,90,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,8513,134,am_rush,medium,A,,1.0,0.25,0.4,0.0,0.42857142857142855,2,8,,,
pems_bay,mistral:7b,8513,134,am_rush,medium,B,,1.0,0.25,0.4,0.0,0.25,1,8,,,
pems_bay,mistral:7b,1299,88,am_rush,medium,A,,1.0,0.5,0.6666666666666666,0.0,1.0,2,8,,,
pems_bay,mistral:7b,1299,88,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,4507,134,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.8,3,8,,,
pems_bay,mistral:7b,4507,134,am_rush,medium,B,,0.0,0.0,0.0,1.0,0.4,1,8,,,
pems_bay,mistral:7b,193,88,am_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.75,2,8,,,
pems_bay,mistral:7b,193,88,am_rush,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,3643,310,am_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,0.8571428571428571,3,8,,,
pems_bay,mistral:7b,3643,310,am_rush,high,B,,1.0,0.25,0.4,0.0,0.5,1,8,,,
pems_bay,mistral:7b,9948,250,am_rush,high,A,,1.0,0.75,0.8571428571428571,0.0,0.9166666666666666,6,8,,,
pems_bay,mistral:7b,9948,250,am_rush,high,B,,0.0,0.0,0.0,1.0,1.0,1,8,,,
pems_bay,mistral:7b,7649,142,am_rush,high,A,,1.0,1.0,1.0,0.0,0.875,8,8,,,
pems_bay,mistral:7b,7649,142,am_rush,high,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,3629,150,am_rush,high,A,,1.0,1.0,1.0,0.0,1.0,8,8,,,
pems_bay,mistral:7b,3629,150,am_rush,high,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,7080,142,am_rush,high,A,,1.0,0.375,0.5454545454545454,0.0,1.0,2,8,,,
pems_bay,mistral:7b,7080,142,am_rush,high,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,9671,310,am_rush,high,A,,1.0,0.5,0.6666666666666666,0.0,0.0,2,8,,,
pems_bay,mistral:7b,9671,310,am_rush,high,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,159,88,am_rush,high,A,,1.0,0.5,0.6666666666666666,0.0,0.42857142857142855,3,8,,,
pems_bay,mistral:7b,159,88,am_rush,high,B,,1.0,0.25,0.4,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,1662,28,midday,medium,A,,1.0,0.875,0.9333333333333333,0.0,1.0,7,8,,,
pems_bay,mistral:7b,1662,28,midday,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,3672,295,midday,medium,A,,1.0,0.375,0.5454545454545454,0.0,1.0,3,8,,,
pems_bay,mistral:7b,3672,295,midday,medium,B,,1.0,0.5,0.6666666666666666,0.0,0.75,1,8,,,
pems_bay,mistral:7b,6841,10,midday,medium,A,,1.0,0.5,0.6666666666666666,0.0,0.18181818181818182,2,8,,,
pems_bay,mistral:7b,6841,10,midday,medium,B,,1.0,0.25,0.4,0.0,0.6,1,8,,,
pems_bay,mistral:7b,485,10,midday,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.75,2,8,,,
pems_bay,mistral:7b,485,10,midday,medium,B,,1.0,0.25,0.4,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,2821,295,midday,medium,A,,0.6666666666666666,0.25,0.36363636363636365,0.33333333333333337,1.0,3,8,,,
pems_bay,mistral:7b,2821,295,midday,medium,B,,1.0,0.75,0.8571428571428571,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,2809,303,midday,medium,A,,1.0,0.625,0.7692307692307693,0.0,1.0,2,8,,,
pems_bay,mistral:7b,2809,303,midday,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,7702,115,midday,medium,A,,1.0,0.625,0.7692307692307693,0.0,0.6,4,8,,,
pems_bay,mistral:7b,7702,115,midday,medium,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,3985,17,midday,high,A,,1.0,0.625,0.7692307692307693,0.0,0.8571428571428571,4,8,,,
pems_bay,mistral:7b,3985,17,midday,high,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,2267,55,midday,high,A,,1.0,0.375,0.5454545454545454,0.0,1.0,3,8,,,
pems_bay,mistral:7b,2267,55,midday,high,B,,1.0,0.25,0.4,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,9417,134,midday,high,A,,1.0,0.25,0.4,0.0,0.3333333333333333,2,8,,,
pems_bay,mistral:7b,9417,134,midday,high,B,,1.0,0.375,0.5454545454545454,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,3090,303,midday,high,A,,1.0,0.875,0.9333333333333333,0.0,0.875,7,8,,,
pems_bay,mistral:7b,3090,303,midday,high,B,,1.0,0.75,0.8571428571428571,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,2231,134,midday,high,A,,1.0,0.625,0.7692307692307693,0.0,0.8571428571428571,5,8,,,
pems_bay,mistral:7b,2231,134,midday,high,B,,1.0,0.125,0.2222222222222222,0.0,0.6,1,8,,,
pems_bay,mistral:7b,5108,150,midday,high,A,,1.0,0.25,0.4,0.0,0.6666666666666666,2,8,,,
pems_bay,mistral:7b,5108,150,midday,high,B,,0.0,0.0,0.0,1.0,0.8,1,8,,,
pems_bay,mistral:7b,6261,10,midday,high,A,,1.0,0.375,0.5454545454545454,0.0,0.5,3,8,,,
pems_bay,mistral:7b,6261,10,midday,high,B,,1.0,0.25,0.4,0.0,0.75,1,8,,,
pems_bay,mistral:7b,4056,134,pm_rush,low,A,,1.0,0.375,0.5454545454545454,0.0,0.5714285714285714,2,8,,,
pems_bay,mistral:7b,4056,134,pm_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,1169,303,pm_rush,low,A,,0.8,0.5,0.6153846153846154,0.19999999999999996,0.75,5,8,,,
pems_bay,mistral:7b,1169,303,pm_rush,low,B,,1.0,0.875,0.9333333333333333,0.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,4341,308,pm_rush,low,A,,1.0,0.5,0.6666666666666666,0.0,0.75,4,8,,,
pems_bay,mistral:7b,4341,308,pm_rush,low,B,,1.0,0.25,0.4,0.0,0.6,1,8,,,
pems_bay,mistral:7b,4339,308,pm_rush,low,A,,1.0,0.875,0.9333333333333333,0.0,0.6666666666666666,2,8,,,
pems_bay,mistral:7b,4339,308,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.75,1,8,,,
pems_bay,mistral:7b,2327,134,pm_rush,low,A,,1.0,0.25,0.4,0.0,0.75,2,8,,,
pems_bay,mistral:7b,2327,134,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,1165,295,pm_rush,low,A,,1.0,0.875,0.9333333333333333,0.0,0.0625,7,8,,,
pems_bay,mistral:7b,1165,295,pm_rush,low,B,,1.0,0.125,0.2222222222222222,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,1170,303,pm_rush,low,A,,1.0,0.375,0.5454545454545454,0.0,1.0,2,8,,,
pems_bay,mistral:7b,1170,303,pm_rush,low,B,,0.0,0.0,0.0,1.0,0.6,1,8,,,
pems_bay,mistral:7b,4872,19,pm_rush,medium,A,,1.0,0.875,0.9333333333333333,0.0,0.5,7,8,,,
pems_bay,mistral:7b,4872,19,pm_rush,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.6,1,8,,,
pems_bay,mistral:7b,2897,303,pm_rush,medium,A,,1.0,0.375,0.5454545454545454,0.0,0.5,2,8,,,
pems_bay,mistral:7b,2897,303,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.25,1,8,,,
pems_bay,mistral:7b,4880,302,pm_rush,medium,A,,1.0,0.5,0.6666666666666666,0.0,0.8,2,8,,,
pems_bay,mistral:7b,4880,302,pm_rush,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.4,1,8,,,
pems_bay,mistral:7b,2585,302,pm_rush,medium,A,,1.0,0.25,0.4,0.0,1.0,2,8,,,
pems_bay,mistral:7b,2585,302,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.25,1,8,,,
pems_bay,mistral:7b,7800,121,pm_rush,medium,A,,1.0,0.875,0.9333333333333333,0.0,0.4444444444444444,4,8,,,
pems_bay,mistral:7b,7800,121,pm_rush,medium,B,,1.0,0.5,0.6666666666666666,0.0,0.5,1,8,,,
pems_bay,mistral:7b,4913,134,pm_rush,medium,A,,1.0,0.875,0.9333333333333333,0.0,0.7142857142857143,4,8,,,
pems_bay,mistral:7b,4913,134,pm_rush,medium,B,,1.0,0.125,0.2222222222222222,0.0,0.4,1,8,,,
pems_bay,mistral:7b,6630,80,pm_rush,medium,A,,1.0,1.0,1.0,0.0,0.9090909090909091,7,8,,,
pems_bay,mistral:7b,6630,80,pm_rush,medium,B,,0.0,0.0,0.0,1.0,0.25,1,8,,,
pems_bay,mistral:7b,4010,10,pm_rush,high,A,,1.0,0.25,0.4,0.0,0.5,2,8,,,
pems_bay,mistral:7b,4010,10,pm_rush,high,B,,1.0,0.25,0.4,0.0,0.4,1,8,,,
pems_bay,mistral:7b,1998,32,pm_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,1.0,3,8,,,
pems_bay,mistral:7b,1998,32,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,9759,55,pm_rush,high,A,,1.0,0.625,0.7692307692307693,0.0,0.6,5,8,,,
pems_bay,mistral:7b,9759,55,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,5744,32,pm_rush,high,A,,1.0,0.375,0.5454545454545454,0.0,0.8,3,8,,,
pems_bay,mistral:7b,5744,32,pm_rush,high,B,,1.0,0.125,0.2222222222222222,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,2286,55,pm_rush,high,A,,1.0,0.25,0.4,0.0,0.6666666666666666,2,8,,,
pems_bay,mistral:7b,2286,55,pm_rush,high,B,,1.0,0.25,0.4,0.0,0.6,1,8,,,
pems_bay,mistral:7b,3179,121,pm_rush,high,A,,1.0,0.5,0.6666666666666666,0.0,0.7142857142857143,3,8,,,
pems_bay,mistral:7b,3179,121,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.6,1,8,,,
pems_bay,mistral:7b,3173,121,pm_rush,high,A,,1.0,1.0,1.0,0.0,0.25,8,8,,,
pems_bay,mistral:7b,3173,121,pm_rush,high,B,,0.0,0.0,0.0,1.0,0.5,1,8,,,
pems_bay,mistral:7b,10418,283,evening,low,A,,1.0,1.0,1.0,0.0,0.25,8,8,,,
pems_bay,mistral:7b,10418,283,evening,low,B,,0.0,0.0,0.0,1.0,0.6666666666666666,1,8,,,
pems_bay,mistral:7b,3781,134,evening,low,A,,1.0,0.25,0.4,0.0,0.3333333333333333,2,8,,,
pems_bay,mistral:7b,3781,134,evening,low,B,,1.0,0.375,0.5454545454545454,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,1500,73,evening,low,A,,1.0,0.75,0.8571428571428571,0.0,0.5454545454545454,6,8,,,
pems_bay,mistral:7b,1500,73,evening,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,2373,133,evening,low,A,,1.0,0.375,0.5454545454545454,0.0,0.75,2,8,,,
pems_bay,mistral:7b,2373,133,evening,low,B,,0.0,0.0,0.0,1.0,0.4,1,8,,,
pems_bay,mistral:7b,6675,134,evening,low,A,,1.0,1.0,1.0,0.0,0.25,5,8,,,
pems_bay,mistral:7b,6675,134,evening,low,B,,1.0,0.25,0.4,0.0,0.25,1,8,,,
pems_bay,mistral:7b,346,133,evening,low,A,,1.0,0.25,0.4,0.0,0.3333333333333333,2,8,,,
pems_bay,mistral:7b,346,133,evening,low,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,4939,323,evening,low,A,,1.0,0.375,0.5454545454545454,0.0,0.1111111111111111,3,8,,,
pems_bay,mistral:7b,4939,323,evening,low,B,,0.0,0.0,0.0,1.0,0.6,1,8,,,
pems_bay,mistral:7b,8112,98,evening,medium,A,,1.0,0.25,0.4,0.0,0.6666666666666666,2,8,,,
pems_bay,mistral:7b,8112,98,evening,medium,B,,1.0,0.375,0.5454545454545454,0.0,0.5,1,8,,,
pems_bay,mistral:7b,3200,134,evening,medium,A,,1.0,0.5,0.6666666666666666,0.0,0.42857142857142855,2,8,,,
pems_bay,mistral:7b,3200,134,evening,medium,B,,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,10114,301,evening,medium,A,,1.0,0.875,0.9333333333333333,0.0,0.3333333333333333,7,8,,,
pems_bay,mistral:7b,10114,301,evening,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,9254,115,evening,medium,A,,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,4,8,,,
pems_bay,mistral:7b,9254,115,evening,medium,B,,1.0,0.25,0.4,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,8387,134,evening,medium,A,,1.0,0.875,0.9333333333333333,0.0,0.6666666666666666,3,8,,,
pems_bay,mistral:7b,8387,134,evening,medium,B,,0.5,0.375,0.42857142857142855,0.5,0.3333333333333333,2,8,,,
pems_bay,mistral:7b,7519,134,evening,medium,A,,1.0,1.0,1.0,0.0,0.5,6,8,,,
pems_bay,mistral:7b,7519,134,evening,medium,B,,0.0,0.0,0.0,1.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,8669,134,evening,medium,A,,1.0,1.0,1.0,0.0,0.6666666666666666,4,8,,,
pems_bay,mistral:7b,8669,134,evening,medium,B,,1.0,0.375,0.5454545454545454,0.0,0.3333333333333333,1,8,,,
pems_bay,mistral:7b,8139,45,night,low,RANDOM_node,,0.026666666666666665,0.01,0.014545454545454545,0.9733333333333333,,3,8,[],[],[]
pems_bay,mistral:7b,4692,152,night,low,RANDOM_node,,0.024999999999999994,0.009375,0.013636363636363636,0.9749999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,3590,21,night,low,RANDOM_node,,0.016666666666666666,0.00625,0.009090909090909092,0.9833333333333333,,3,8,[],[],[]
pems_bay,mistral:7b,8485,134,night,low,RANDOM_node,,0.02333333333333333,0.00875,0.012727272727272728,0.9766666666666666,,3,8,[],[],[]
pems_bay,mistral:7b,6452,134,night,low,RANDOM_node,,0.024999999999999994,0.009375,0.013636363636363636,0.9749999999999998,,3,8,[],[],[]
pems_bay,mistral:7b,2131,152,night,low,RANDOM_node,,0.03333333333333332,0.0125,0.018181818181818177,0.9666666666666667,,3,8,[],[],[]
pems_bay,mistral:7b,1520,134,night,low,RANDOM_node,,0.016666666666666666,0.00625,0.009090909090909092,0.9833333333333332,,3,8,[],[],[]
pems_bay,mistral:7b,7295,45,night,medium,RANDOM_node,,0.02333333333333333,0.00875,0.012727272727272728,0.9766666666666665,,3,8,[],[],[]
pems_bay,mistral:7b,2123,275,night,medium,RANDOM_node,,0.018333333333333333,0.006875,0.01,0.9816666666666669,,3,8,[],[],[]
pems_bay,mistral:7b,9298,115,night,medium,RANDOM_node,,0.018333333333333333,0.006875,0.010000000000000002,0.9816666666666667,,3,8,[],[],[]
pems_bay,mistral:7b,1866,90,night,medium,RANDOM_node,,0.029999999999999995,0.010625,0.015598086124401911,0.9699999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,7915,134,night,medium,RANDOM_node,,0.02,0.0075,0.01090909090909091,0.98,,3,8,[],[],[]
pems_bay,mistral:7b,1553,133,night,medium,RANDOM_node,,0.02,0.0075,0.01090909090909091,0.98,,3,8,[],[],[]
pems_bay,mistral:7b,7590,283,night,medium,RANDOM_node,,0.02,0.0075,0.01090909090909091,0.9799999999999995,,3,8,[],[],[]
pems_bay,mistral:7b,7345,90,night,high,RANDOM_node,,0.028333333333333325,0.010625,0.015454545454545452,0.9716666666666665,,3,8,[],[],[]
pems_bay,mistral:7b,6779,133,am_rush,low,RANDOM_node,,0.03499999999999999,0.013125,0.019090909090909085,0.9649999999999995,,3,8,[],[],[]
pems_bay,mistral:7b,1017,133,am_rush,low,RANDOM_node,,0.02,0.0075,0.01090909090909091,0.9799999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,4770,133,am_rush,low,RANDOM_node,,0.03999999999999999,0.015,0.021818181818181813,0.9599999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,6492,293,am_rush,low,RANDOM_node,,0.011666666666666665,0.004375,0.006363636363636365,0.9883333333333333,,3,8,[],[],[]
pems_bay,mistral:7b,445,133,am_rush,low,RANDOM_node,,0.026666666666666665,0.01,0.014545454545454545,0.9733333333333333,,3,8,[],[],[]
pems_bay,mistral:7b,4784,287,am_rush,low,RANDOM_node,,0.024999999999999994,0.009375,0.013636363636363636,0.9749999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,2753,133,am_rush,low,RANDOM_node,,0.028333333333333325,0.010625,0.015454545454545452,0.9716666666666662,,3,8,[],[],[]
pems_bay,mistral:7b,477,10,am_rush,medium,RANDOM_node,,0.024999999999999994,0.009375,0.013636363636363636,0.9749999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,754,133,am_rush,medium,RANDOM_node,,0.024999999999999994,0.009375,0.013636363636363636,0.975,,3,8,[],[],[]
pems_bay,mistral:7b,5042,90,am_rush,medium,RANDOM_node,,0.018333333333333333,0.006875,0.010000000000000002,0.9816666666666666,,3,8,[],[],[]
pems_bay,mistral:7b,8513,134,am_rush,medium,RANDOM_node,,0.031666666666666655,0.011875,0.01727272727272727,0.9683333333333332,,3,8,[],[],[]
pems_bay,mistral:7b,1299,88,am_rush,medium,RANDOM_node,,0.02333333333333333,0.00875,0.012727272727272728,0.9766666666666666,,3,8,[],[],[]
pems_bay,mistral:7b,4507,134,am_rush,medium,RANDOM_node,,0.03333333333333332,0.0125,0.018181818181818177,0.9666666666666666,,3,8,[],[],[]
pems_bay,mistral:7b,193,88,am_rush,medium,RANDOM_node,,0.015,0.005625,0.008181818181818184,0.985,,3,8,[],[],[]
pems_bay,mistral:7b,3643,310,am_rush,high,RANDOM_node,,0.011666666666666665,0.004375,0.006363636363636365,0.9883333333333334,,3,8,[],[],[]
pems_bay,mistral:7b,9948,250,am_rush,high,RANDOM_node,,0.016666666666666666,0.00625,0.009090909090909092,0.9833333333333334,,3,8,[],[],[]
pems_bay,mistral:7b,7649,142,am_rush,high,RANDOM_node,,0.028333333333333325,0.010625,0.015454545454545452,0.9716666666666662,,3,8,[],[],[]
pems_bay,mistral:7b,3629,150,am_rush,high,RANDOM_node,,0.018333333333333333,0.006875,0.010000000000000002,0.9816666666666666,,3,8,[],[],[]
pems_bay,mistral:7b,7080,142,am_rush,high,RANDOM_node,,0.024999999999999994,0.00875,0.012870813397129185,0.9749999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,9671,310,am_rush,high,RANDOM_node,,0.029999999999999992,0.01125,0.01636363636363636,0.9699999999999999,,3,8,[],[],[]
pems_bay,mistral:7b,159,88,am_rush,high,RANDOM_node,,0.021666666666666664,0.008125,0.011818181818181816,0.9783333333333332,,3,8,[],[],[]
pems_bay,mistral:7b,1662,28,midday,medium,RANDOM_node,,0.021666666666666664,0.008125,0.011818181818181818,0.9783333333333334,,3,8,[],[],[]
pems_bay,mistral:7b,3672,295,midday,medium,RANDOM_node,,0.028333333333333325,0.010625,0.015454545454545452,0.9716666666666661,,3,8,[],[],[]
pems_bay,mistral:7b,6841,10,midday,medium,RANDOM_node,,0.02666666666666666,0.01,0.014545454545454544,0.9733333333333333,,3,8,[],[],[]
pems_bay,mistral:7b,485,10,midday,medium,RANDOM_node,,0.029999999999999992,0.01125,0.01636363636363636,0.9699999999999995,,3,8,[],[],[]
pems_bay,mistral:7b,2821,295,midday,medium,RANDOM_node,,0.02333333333333333,0.00875,0.012727272727272728,0.9766666666666662,,3,8,[],[],[]
pems_bay,mistral:7b,2809,303,midday,medium,RANDOM_node,,0.03999999999999999,0.015,0.021818181818181813,0.9599999999999997,,3,8,[],[],[]
pems_bay,mistral:7b,7702,115,midday,medium,RANDOM_node,,0.028333333333333332,0.010625,0.015454545454545453,0.9716666666666667,,3,8,[],[],[]
pems_bay,mistral:7b,3985,17,midday,high,RANDOM_node,,0.02,0.0075,0.01090909090909091,0.98,,3,8,[],[],[]
pems_bay,mistral:7b,2267,55,midday,high,RANDOM_node,,0.02333333333333333,0.00875,0.012727272727272728,0.9766666666666665,,3,8,[],[],[]
pems_bay,mistral:7b,9417,134,midday,high,RANDOM_node,,0.02666666666666666,0.01,0.014545454545454542,0.9733333333333332,,3,8,[],[],[]
pems_bay,mistral:7b,3090,303,midday,high,RANDOM_node,,0.021666666666666664,0.008125,0.011818181818181818,0.978333333333333,,3,8,[],[],[]
