dataset,scenario_id,sample_index,scenario_type,tod_band,congestion,seed,condition,chosen,ground_truth,correct,delay_reduction
metr_la,s0005,6592,night|low,night,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,5.938
metr_la,s0005,6592,night|low,night,low,1,RAW,signal_retiming,signal_retiming,1,14.413
metr_la,s0005,6592,night|low,night,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,5.938
metr_la,s0005,6592,night|low,night,low,2,RAW,signal_retiming,signal_retiming,1,14.413
metr_la,s0005,6592,night|low,night,low,2,XTRAFFIC,ramp_metering,signal_retiming,0,5.938
metr_la,s0007,6062,night|low,night,low,0,RAW,signal_retiming,ramp_metering,0,-0.177
metr_la,s0007,6062,night|low,night,low,0,XTRAFFIC,signal_retiming,ramp_metering,0,-0.177
metr_la,s0007,6062,night|low,night,low,1,RAW,signal_retiming,ramp_metering,0,-0.177
metr_la,s0007,6062,night|low,night,low,1,XTRAFFIC,ramp_metering,ramp_metering,1,0.115
metr_la,s0007,6062,night|low,night,low,2,RAW,signal_retiming,ramp_metering,0,-0.177
metr_la,s0007,6062,night|low,night,low,2,XTRAFFIC,signal_retiming,ramp_metering,0,-0.177
metr_la,s0010,5752,night|low,night,low,0,RAW,signal_retiming,ramp_metering,0,-0.018
metr_la,s0010,5752,night|low,night,low,0,XTRAFFIC,signal_retiming,ramp_metering,0,-0.018
metr_la,s0010,5752,night|low,night,low,1,RAW,signal_retiming,ramp_metering,0,-0.018
metr_la,s0010,5752,night|low,night,low,1,XTRAFFIC,signal_retiming,ramp_metering,0,-0.018
metr_la,s0010,5752,night|low,night,low,2,RAW,signal_retiming,ramp_metering,0,-0.018
metr_la,s0010,5752,night|low,night,low,2,XTRAFFIC,signal_retiming,ramp_metering,0,-0.018
metr_la,s0021,4865,night|low,night,low,0,RAW,signal_retiming,signal_retiming,1,14.531
metr_la,s0021,4865,night|low,night,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,11.389
metr_la,s0021,4865,night|low,night,low,1,RAW,signal_retiming,signal_retiming,1,14.531
metr_la,s0021,4865,night|low,night,low,1,XTRAFFIC,signal_retiming,signal_retiming,1,14.531
metr_la,s0021,4865,night|low,night,low,2,RAW,signal_retiming,signal_retiming,1,14.531
metr_la,s0021,4865,night|low,night,low,2,XTRAFFIC,signal_retiming,signal_retiming,1,14.531
metr_la,s0022,1712,night|low,night,low,0,RAW,signal_retiming,no_action,0,-12.582
metr_la,s0022,1712,night|low,night,low,0,XTRAFFIC,ramp_metering,no_action,0,0.0
metr_la,s0022,1712,night|low,night,low,1,RAW,signal_retiming,no_action,0,-12.582
metr_la,s0022,1712,night|low,night,low,1,XTRAFFIC,ramp_metering,no_action,0,0.0
metr_la,s0022,1712,night|low,night,low,2,RAW,signal_retiming,no_action,0,-12.582
metr_la,s0022,1712,night|low,night,low,2,XTRAFFIC,ramp_metering,no_action,0,0.0
metr_la,s0024,4570,night|low,night,low,0,RAW,signal_retiming,signal_retiming,1,17.041
metr_la,s0024,4570,night|low,night,low,0,XTRAFFIC,signal_retiming,signal_retiming,1,17.041
metr_la,s0024,4570,night|low,night,low,1,RAW,signal_retiming,signal_retiming,1,17.041
metr_la,s0024,4570,night|low,night,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,11.605
metr_la,s0024,4570,night|low,night,low,2,RAW,signal_retiming,signal_retiming,1,17.041
metr_la,s0024,4570,night|low,night,low,2,XTRAFFIC,signal_retiming,signal_retiming,1,17.041
metr_la,s0025,5735,night|low,night,low,0,RAW,signal_retiming,transit_surge,0,-16.724
metr_la,s0025,5735,night|low,night,low,0,XTRAFFIC,ramp_metering,transit_surge,0,4.599
metr_la,s0025,5735,night|low,night,low,1,RAW,signal_retiming,transit_surge,0,-16.724
metr_la,s0025,5735,night|low,night,low,1,XTRAFFIC,ramp_metering,transit_surge,0,4.599
metr_la,s0025,5735,night|low,night,low,2,RAW,signal_retiming,transit_surge,0,-16.724
metr_la,s0025,5735,night|low,night,low,2,XTRAFFIC,ramp_metering,transit_surge,0,4.599
metr_la,s0028,2845,night|low,night,low,0,RAW,signal_retiming,signal_retiming,1,17.746
metr_la,s0028,2845,night|low,night,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,9.251
metr_la,s0028,2845,night|low,night,low,1,RAW,signal_retiming,signal_retiming,1,17.746
metr_la,s0028,2845,night|low,night,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,9.251
metr_la,s0028,2845,night|low,night,low,2,RAW,signal_retiming,signal_retiming,1,17.746
metr_la,s0028,2845,night|low,night,low,2,XTRAFFIC,signal_retiming,signal_retiming,1,17.746
metr_la,s0029,541,night|low,night,low,0,RAW,signal_retiming,signal_retiming,1,16.77
metr_la,s0029,541,night|low,night,low,0,XTRAFFIC,signal_retiming,signal_retiming,1,16.77
metr_la,s0029,541,night|low,night,low,1,RAW,signal_retiming,signal_retiming,1,16.77
metr_la,s0029,541,night|low,night,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,9.132
metr_la,s0029,541,night|low,night,low,2,RAW,signal_retiming,signal_retiming,1,16.77
metr_la,s0029,541,night|low,night,low,2,XTRAFFIC,signal_retiming,signal_retiming,1,16.77
metr_la,s0032,4574,night|low,night,low,0,RAW,signal_retiming,signal_retiming,1,14.107
metr_la,s0032,4574,night|low,night,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,10.085
metr_la,s0032,4574,night|low,night,low,1,RAW,signal_retiming,signal_retiming,1,14.107
metr_la,s0032,4574,night|low,night,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,10.085
metr_la,s0032,4574,night|low,night,low,2,RAW,signal_retiming,signal_retiming,1,14.107
metr_la,s0032,4574,night|low,night,low,2,XTRAFFIC,ramp_metering,signal_retiming,0,10.085
metr_la,s0036,6335,night|medium,night,medium,0,RAW,signal_retiming,transit_surge,0,-0.408
metr_la,s0036,6335,night|medium,night,medium,0,XTRAFFIC,ramp_metering,transit_surge,0,1.232
metr_la,s0036,6335,night|medium,night,medium,1,RAW,signal_retiming,transit_surge,0,-0.408
metr_la,s0036,6335,night|medium,night,medium,1,XTRAFFIC,ramp_metering,transit_surge,0,1.232
metr_la,s0036,6335,night|medium,night,medium,2,RAW,signal_retiming,transit_surge,0,-0.408
metr_la,s0036,6335,night|medium,night,medium,2,XTRAFFIC,ramp_metering,transit_surge,0,1.232
metr_la,s0040,3163,night|medium,night,medium,0,RAW,signal_retiming,transit_surge,0,12.443
metr_la,s0040,3163,night|medium,night,medium,0,XTRAFFIC,signal_retiming,transit_surge,0,12.443
metr_la,s0040,3163,night|medium,night,medium,1,RAW,signal_retiming,transit_surge,0,12.443
metr_la,s0040,3163,night|medium,night,medium,1,XTRAFFIC,ramp_metering,transit_surge,0,6.861
metr_la,s0040,3163,night|medium,night,medium,2,RAW,signal_retiming,transit_surge,0,12.443
metr_la,s0040,3163,night|medium,night,medium,2,XTRAFFIC,signal_retiming,transit_surge,0,12.443
metr_la,s0047,589,night|medium,night,medium,0,RAW,signal_retiming,signal_retiming,1,23.243
metr_la,s0047,589,night|medium,night,medium,0,XTRAFFIC,signal_retiming,signal_retiming,1,23.243
metr_la,s0047,589,night|medium,night,medium,1,RAW,signal_retiming,signal_retiming,1,23.243
metr_la,s0047,589,night|medium,night,medium,1,XTRAFFIC,ramp_metering,signal_retiming,0,16.419
metr_la,s0047,589,night|medium,night,medium,2,RAW,signal_retiming,signal_retiming,1,23.243
metr_la,s0047,589,night|medium,night,medium,2,XTRAFFIC,signal_retiming,signal_retiming,1,23.243
metr_la,s0050,282,night|medium,night,medium,0,RAW,signal_retiming,transit_surge,0,0.323
metr_la,s0050,282,night|medium,night,medium,0,XTRAFFIC,signal_retiming,transit_surge,0,0.323
metr_la,s0050,282,night|medium,night,medium,1,RAW,signal_retiming,transit_surge,0,0.323
metr_la,s0050,282,night|medium,night,medium,1,XTRAFFIC,signal_retiming,transit_surge,0,0.323
metr_la,s0050,282,night|medium,night,medium,2,RAW,signal_retiming,transit_surge,0,0.323
metr_la,s0050,282,night|medium,night,medium,2,XTRAFFIC,signal_retiming,transit_surge,0,0.323
metr_la,s0051,13,night|medium,night,medium,0,RAW,signal_retiming,signal_retiming,1,26.893
metr_la,s0051,13,night|medium,night,medium,0,XTRAFFIC,ramp_metering,signal_retiming,0,26.177
metr_la,s0051,13,night|medium,night,medium,1,RAW,signal_retiming,signal_retiming,1,26.893
metr_la,s0051,13,night|medium,night,medium,1,XTRAFFIC,ramp_metering,signal_retiming,0,26.177
metr_la,s0051,13,night|medium,night,medium,2,RAW,signal_retiming,signal_retiming,1,26.893
metr_la,s0051,13,night|medium,night,medium,2,XTRAFFIC,signal_retiming,signal_retiming,1,26.893
metr_la,s0054,6323,night|medium,night,medium,0,RAW,signal_retiming,ramp_metering,0,-14.693
metr_la,s0054,6323,night|medium,night,medium,0,XTRAFFIC,signal_retiming,ramp_metering,0,-14.693
metr_la,s0054,6323,night|medium,night,medium,1,RAW,signal_retiming,ramp_metering,0,-14.693
metr_la,s0054,6323,night|medium,night,medium,1,XTRAFFIC,signal_retiming,ramp_metering,0,-14.693
metr_la,s0054,6323,night|medium,night,medium,2,RAW,signal_retiming,ramp_metering,0,-14.693
metr_la,s0054,6323,night|medium,night,medium,2,XTRAFFIC,signal_retiming,ramp_metering,0,-14.693
metr_la,s0056,2015,night|medium,night,medium,0,RAW,signal_retiming,transit_surge,0,0.063
metr_la,s0056,2015,night|medium,night,medium,0,XTRAFFIC,signal_retiming,transit_surge,0,0.063
metr_la,s0056,2015,night|medium,night,medium,1,RAW,signal_retiming,transit_surge,0,0.063
metr_la,s0056,2015,night|medium,night,medium,1,XTRAFFIC,ramp_metering,transit_surge,0,0.0
metr_la,s0056,2015,night|medium,night,medium,2,RAW,signal_retiming,transit_surge,0,0.063
metr_la,s0056,2015,night|medium,night,medium,2,XTRAFFIC,signal_retiming,transit_surge,0,0.063
metr_la,s0062,6324,night|medium,night,medium,0,RAW,signal_retiming,reroute,0,-13.502
metr_la,s0062,6324,night|medium,night,medium,0,XTRAFFIC,ramp_metering,reroute,0,12.619
metr_la,s0062,6324,night|medium,night,medium,1,RAW,signal_retiming,reroute,0,-13.502
metr_la,s0062,6324,night|medium,night,medium,1,XTRAFFIC,ramp_metering,reroute,0,12.619
metr_la,s0062,6324,night|medium,night,medium,2,RAW,signal_retiming,reroute,0,-13.502
metr_la,s0062,6324,night|medium,night,medium,2,XTRAFFIC,ramp_metering,reroute,0,12.619
metr_la,s0063,4898,night|medium,night,medium,0,RAW,signal_retiming,signal_retiming,1,17.837
metr_la,s0063,4898,night|medium,night,medium,0,XTRAFFIC,ramp_metering,signal_retiming,0,14.537
metr_la,s0063,4898,night|medium,night,medium,1,RAW,signal_retiming,signal_retiming,1,17.837
metr_la,s0063,4898,night|medium,night,medium,1,XTRAFFIC,signal_retiming,signal_retiming,1,17.837
metr_la,s0063,4898,night|medium,night,medium,2,RAW,signal_retiming,signal_retiming,1,17.837
metr_la,s0063,4898,night|medium,night,medium,2,XTRAFFIC,ramp_metering,signal_retiming,0,14.537
metr_la,s0070,1770,am_rush|low,am_rush,low,0,RAW,signal_retiming,signal_retiming,1,20.431
metr_la,s0070,1770,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,17.939
metr_la,s0070,1770,am_rush|low,am_rush,low,1,RAW,signal_retiming,signal_retiming,1,20.431
metr_la,s0070,1770,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,17.939
metr_la,s0070,1770,am_rush|low,am_rush,low,2,RAW,signal_retiming,signal_retiming,1,20.431
metr_la,s0070,1770,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,signal_retiming,0,17.939
metr_la,s0073,3515,am_rush|low,am_rush,low,0,RAW,signal_retiming,signal_retiming,1,21.245
metr_la,s0073,3515,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,16.065
metr_la,s0073,3515,am_rush|low,am_rush,low,1,RAW,signal_retiming,signal_retiming,1,21.245
metr_la,s0073,3515,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,16.065
metr_la,s0073,3515,am_rush|low,am_rush,low,2,RAW,signal_retiming,signal_retiming,1,21.245
metr_la,s0073,3515,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,signal_retiming,0,16.065
metr_la,s0080,1798,am_rush|low,am_rush,low,0,RAW,signal_retiming,signal_retiming,1,24.693
metr_la,s0080,1798,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,19.371
metr_la,s0080,1798,am_rush|low,am_rush,low,1,RAW,signal_retiming,signal_retiming,1,24.693
metr_la,s0080,1798,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,19.371
metr_la,s0080,1798,am_rush|low,am_rush,low,2,RAW,signal_retiming,signal_retiming,1,24.693
metr_la,s0080,1798,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,signal_retiming,0,19.371
metr_la,s0082,5533,am_rush|low,am_rush,low,0,RAW,signal_retiming,transit_surge,0,24.741
metr_la,s0082,5533,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,transit_surge,0,26.583
metr_la,s0082,5533,am_rush|low,am_rush,low,1,RAW,signal_retiming,transit_surge,0,24.741
metr_la,s0082,5533,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,transit_surge,0,26.583
metr_la,s0082,5533,am_rush|low,am_rush,low,2,RAW,signal_retiming,transit_surge,0,24.741
metr_la,s0082,5533,am_rush|low,am_rush,low,2,XTRAFFIC,signal_retiming,transit_surge,0,24.741
metr_la,s0083,5830,am_rush|low,am_rush,low,0,RAW,signal_retiming,signal_retiming,1,24.785
metr_la,s0083,5830,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,20.543
metr_la,s0083,5830,am_rush|low,am_rush,low,1,RAW,signal_retiming,signal_retiming,1,24.785
metr_la,s0083,5830,am_rush|low,am_rush,low,1,XTRAFFIC,signal_retiming,signal_retiming,1,24.785
metr_la,s0083,5830,am_rush|low,am_rush,low,2,RAW,signal_retiming,signal_retiming,1,24.785
metr_la,s0083,5830,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,signal_retiming,0,20.543
metr_la,s0088,5814,am_rush|low,am_rush,low,0,RAW,signal_retiming,transit_surge,0,-0.057
metr_la,s0088,5814,am_rush|low,am_rush,low,0,XTRAFFIC,signal_retiming,transit_surge,0,-0.057
metr_la,s0088,5814,am_rush|low,am_rush,low,1,RAW,signal_retiming,transit_surge,0,-0.057
metr_la,s0088,5814,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,transit_surge,0,0.0
metr_la,s0088,5814,am_rush|low,am_rush,low,2,RAW,signal_retiming,transit_surge,0,-0.057
metr_la,s0088,5814,am_rush|low,am_rush,low,2,XTRAFFIC,signal_retiming,transit_surge,0,-0.057
metr_la,s0090,5807,am_rush|low,am_rush,low,0,RAW,signal_retiming,reroute,0,-18.029
metr_la,s0090,5807,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,reroute,0,0.0
metr_la,s0090,5807,am_rush|low,am_rush,low,1,RAW,signal_retiming,reroute,0,-18.029
metr_la,s0090,5807,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,reroute,0,0.0
metr_la,s0090,5807,am_rush|low,am_rush,low,2,RAW,signal_retiming,reroute,0,-18.029
metr_la,s0090,5807,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,reroute,0,0.0
metr_la,s0094,5546,am_rush|low,am_rush,low,0,RAW,signal_retiming,transit_surge,0,0.218
metr_la,s0094,5546,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,transit_surge,0,0.059
metr_la,s0094,5546,am_rush|low,am_rush,low,1,RAW,signal_retiming,transit_surge,0,0.218
metr_la,s0094,5546,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,transit_surge,0,0.059
metr_la,s0094,5546,am_rush|low,am_rush,low,2,RAW,signal_retiming,transit_surge,0,0.218
metr_la,s0094,5546,am_rush|low,am_rush,low,2,XTRAFFIC,signal_retiming,transit_surge,0,0.218
metr_la,s0095,5798,am_rush|low,am_rush,low,0,RAW,signal_retiming,transit_surge,0,2.782
metr_la,s0095,5798,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,transit_surge,0,0.467
metr_la,s0095,5798,am_rush|low,am_rush,low,1,RAW,signal_retiming,transit_surge,0,2.782
metr_la,s0095,5798,am_rush|low,am_rush,low,1,XTRAFFIC,signal_retiming,transit_surge,0,2.782
metr_la,s0095,5798,am_rush|low,am_rush,low,2,RAW,signal_retiming,transit_surge,0,2.782
metr_la,s0095,5798,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,transit_surge,0,0.467
metr_la,s0099,5828,am_rush|low,am_rush,low,0,RAW,signal_retiming,signal_retiming,1,0.022
metr_la,s0099,5828,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,signal_retiming,0,0.0
metr_la,s0099,5828,am_rush|low,am_rush,low,1,RAW,signal_retiming,signal_retiming,1,0.022
metr_la,s0099,5828,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,signal_retiming,0,0.0
metr_la,s0099,5828,am_rush|low,am_rush,low,2,RAW,signal_retiming,signal_retiming,1,0.022
metr_la,s0099,5828,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,signal_retiming,0,0.0
metr_la,s0101,3520,am_rush|low,am_rush,low,0,RAW,signal_retiming,ramp_metering,0,23.907
metr_la,s0101,3520,am_rush|low,am_rush,low,0,XTRAFFIC,ramp_metering,ramp_metering,1,32.129
metr_la,s0101,3520,am_rush|low,am_rush,low,1,RAW,signal_retiming,ramp_metering,0,23.907
metr_la,s0101,3520,am_rush|low,am_rush,low,1,XTRAFFIC,ramp_metering,ramp_metering,1,32.129
metr_la,s0101,3520,am_rush|low,am_rush,low,2,RAW,signal_retiming,ramp_metering,0,23.907
metr_la,s0101,3520,am_rush|low,am_rush,low,2,XTRAFFIC,ramp_metering,ramp_metering,1,32.129
metr_la,s0108,6660,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,transit_surge,0,11.508
metr_la,s0108,6660,am_rush|medium,am_rush,medium,0,XTRAFFIC,signal_retiming,transit_surge,0,11.508
metr_la,s0108,6660,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,transit_surge,0,11.508
metr_la,s0108,6660,am_rush|medium,am_rush,medium,1,XTRAFFIC,signal_retiming,transit_surge,0,11.508
metr_la,s0108,6660,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,transit_surge,0,11.508
metr_la,s0108,6660,am_rush|medium,am_rush,medium,2,XTRAFFIC,signal_retiming,transit_surge,0,11.508
metr_la,s0110,5263,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,transit_surge,0,17.903
metr_la,s0110,5263,am_rush|medium,am_rush,medium,0,XTRAFFIC,ramp_metering,transit_surge,0,22.35
metr_la,s0110,5263,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,transit_surge,0,17.903
metr_la,s0110,5263,am_rush|medium,am_rush,medium,1,XTRAFFIC,ramp_metering,transit_surge,0,22.35
metr_la,s0110,5263,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,transit_surge,0,17.903
metr_la,s0110,5263,am_rush|medium,am_rush,medium,2,XTRAFFIC,ramp_metering,transit_surge,0,22.35
metr_la,s0112,4932,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,ramp_metering,0,27.818
metr_la,s0112,4932,am_rush|medium,am_rush,medium,0,XTRAFFIC,signal_retiming,ramp_metering,0,27.818
metr_la,s0112,4932,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,ramp_metering,0,27.818
metr_la,s0112,4932,am_rush|medium,am_rush,medium,1,XTRAFFIC,ramp_metering,ramp_metering,1,48.22
metr_la,s0112,4932,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,ramp_metering,0,27.818
metr_la,s0112,4932,am_rush|medium,am_rush,medium,2,XTRAFFIC,signal_retiming,ramp_metering,0,27.818
metr_la,s0116,6125,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,transit_surge,0,16.117
metr_la,s0116,6125,am_rush|medium,am_rush,medium,0,XTRAFFIC,signal_retiming,transit_surge,0,16.117
metr_la,s0116,6125,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,transit_surge,0,16.117
metr_la,s0116,6125,am_rush|medium,am_rush,medium,1,XTRAFFIC,signal_retiming,transit_surge,0,16.117
metr_la,s0116,6125,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,transit_surge,0,16.117
metr_la,s0116,6125,am_rush|medium,am_rush,medium,2,XTRAFFIC,signal_retiming,transit_surge,0,16.117
metr_la,s0119,5550,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,signal_retiming,1,28.353
metr_la,s0119,5550,am_rush|medium,am_rush,medium,0,XTRAFFIC,signal_retiming,signal_retiming,1,28.353
metr_la,s0119,5550,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,signal_retiming,1,28.353
metr_la,s0119,5550,am_rush|medium,am_rush,medium,1,XTRAFFIC,ramp_metering,signal_retiming,0,15.373
metr_la,s0119,5550,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,signal_retiming,1,28.353
metr_la,s0119,5550,am_rush|medium,am_rush,medium,2,XTRAFFIC,signal_retiming,signal_retiming,1,28.353
metr_la,s0123,2095,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,transit_surge,0,5.118
metr_la,s0123,2095,am_rush|medium,am_rush,medium,0,XTRAFFIC,signal_retiming,transit_surge,0,5.118
metr_la,s0123,2095,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,transit_surge,0,5.118
metr_la,s0123,2095,am_rush|medium,am_rush,medium,1,XTRAFFIC,ramp_metering,transit_surge,0,-0.656
metr_la,s0123,2095,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,transit_surge,0,5.118
metr_la,s0123,2095,am_rush|medium,am_rush,medium,2,XTRAFFIC,signal_retiming,transit_surge,0,5.118
metr_la,s0124,34,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,ramp_metering,0,13.62
metr_la,s0124,34,am_rush|medium,am_rush,medium,0,XTRAFFIC,ramp_metering,ramp_metering,1,29.76
metr_la,s0124,34,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,ramp_metering,0,13.62
metr_la,s0124,34,am_rush|medium,am_rush,medium,1,XTRAFFIC,ramp_metering,ramp_metering,1,29.76
metr_la,s0124,34,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,ramp_metering,0,13.62
metr_la,s0124,34,am_rush|medium,am_rush,medium,2,XTRAFFIC,signal_retiming,ramp_metering,0,13.62
metr_la,s0125,4688,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,transit_surge,0,36.964
metr_la,s0125,4688,am_rush|medium,am_rush,medium,0,XTRAFFIC,ramp_metering,transit_surge,0,6.051
metr_la,s0125,4688,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,transit_surge,0,36.964
metr_la,s0125,4688,am_rush|medium,am_rush,medium,1,XTRAFFIC,ramp_metering,transit_surge,0,6.051
metr_la,s0125,4688,am_rush|medium,am_rush,medium,2,RAW,signal_retiming,transit_surge,0,36.964
metr_la,s0125,4688,am_rush|medium,am_rush,medium,2,XTRAFFIC,ramp_metering,transit_surge,0,6.051
metr_la,s0129,2097,am_rush|medium,am_rush,medium,0,RAW,signal_retiming,transit_surge,0,0.005
metr_la,s0129,2097,am_rush|medium,am_rush,medium,0,XTRAFFIC,signal_retiming,transit_surge,0,0.005
metr_la,s0129,2097,am_rush|medium,am_rush,medium,1,RAW,signal_retiming,transit_surge,0,0.005
